Description	Label
"Performed systems testing, functional testing, and regression testing with Motorola Expedience Java Applications running on Apache Tomcat servers with Oracle 9i/10g, Microsoft SQL Server 2000/2005/2008 and Postgres databases. Installed, upgraded, and maintained Oracle, MS SQL Server and Postgres databases running in lab environment. Configured and administered wired/wireless network consisting of servers, hosts, CPE modems, basestations, and VLAN switches. Maintained Expedience and Wimax networks on Linux Redhat, Fedora Core, CentOS, Windows Server 2003, and Windows Server 2008 operating system platforms. Performed manual testing and automated testing writing/executing bash shell scripts, Perl scripts, and Selenium scripts against Motorola Expedience Java Applications. Wrote and executed test plans for new features and maintained test cases using AP Test, Citrix. Verified a certain CPE type will become dysfunctional after performing an upgrade both saved money and time since thousands of these CPE types were currently being used."	Database Administrator
"Deploy, develop and maintain the websites for management and exchange of product informations Programming in HTML and using PHP scripts/programs with MySQL Maintaining security of the sites, developing and implementing an access control system enforcing different levels of access."	Software Engineer
"Project Description: AT&T Wireless is a wholly owned subsidiary of AT&T Communications offering telecommunication products and services through www.AT&T.com . The SHOP category allows the users to shop phone & device, plans & services, accessories, deal etc. We implemented selenium to automate the shop process in AT&T.com and gave support for various releases. Roles/Responsibilities: Involved in various meetings with Business analysts and developers for AT&T online store project. Assessed & analyzed user stories, Business Requirements (BRD), Functional Requirements (FRD) and participated in Sprint planning, Review Sessions & Scrum Meetings. Conducted UI testing, Functional testing, Regression Testing and verified the results with expected results using Traceability Matrix. Involved in the usage of BDD framework with Cucumber Step Definition, Scenarios and Features for UAT testing. Implementation of ATDD technical practices (e.g. Automated testing, TDD, continuous integration) create a robust/reliable /repeatable automation test bed. Used ATDD (Acceptance Test Driven development) approach to write feature files using Gherkin format. Implemented Test driven development (ATDD and BDD) framework using cucumber tool with Gherkins Language. Served as coordinator for all testing activities during the project. Designed Test Suite, Test Cases, and Test Scenarios for functional modules. Implemented Page Object Model(POM) by creating objects for each page."	Quality Assurance
Database development: Writing stored procedures and triggers; Managing and tuning the Database performance.	Database Administrator
Prepare spatial databases and ArcGIS shape layers for water resources of Armenia; Assist in GIS-based mapping including scanning and digitizing; Contribute to training of counterpart agency staff in database management techniques (GIS and populating databases); Conduct comprehensive populating of State Water Cadastre Information System databases under MS Access.	Database Administrator
Development of Java Web Applications	Software Engineer
"Manage the team of software developers; Interact with project manager and contribute to the project planning; Participate in Object Oriented Analysis/ Design; Write software based on specifications/ design; Interact with other members of the team, such as documentation and testing experts."	Technical Lead
"Involved in development of Imaging & queue based workflow (Newgen FinFlow 1.0, 2.0) and document management (CitiDocs) system applications on VB 6.0, ASP technologies in domains of Banking and Insurance. Onsite Coordinator to implement a window/web based workflow application for Bank of Punjab (India) to automate their loan processing division and Philips (India) to process Billing and Vendor payment."	Software Engineer
Design and implement RDBMS schemas and data access components; Develop strategies for deployment of high performance RDBMS operations; Design and code software components for web applications; Develop high performance and scalable algorithms; Interact with technical managers to facilitate the smooth flow of all technical information; Interact and train QA Engineers in all technical aspects of the projects.	Architect
"Architected and implemented engine for solving large combinatorial optimization problems. Engine used for job assignment and routing in Verizon. Conceived and executed new products and projects, including mobile SaaS project that generated substantial recurring revenue. Lead effort in ROADEF 2014 operations research challenge. Project selected as finalist. Designed full-stack architecture for proprietary Rich Internet Application (RIA) platform. Developed user interfaces using Adobe Flex, JSP, ASP.NET, MVC, JavaScript, HTML and XSLT. Managed and mentored junior developers. Initiated and supervised company-wide development practices. Major contributor to company code library. Codebase, development practices, and propriety code generation tool helped the company scale without adding developers."	Architect
"Be responsible for web content administration; Manage content of website by gathering information and integrating data from other departments; Develop user interface and design standards, including improvement of features, to attract visitors to the website; Work with company staff to identify, index, and make available knowledge resources; Work with internal business and technical managers to fully understand content requirements to design and maintain an optimal interface; Serve as expert consultant to staff on the development of web content in support of companys objectives; Write, edit and create a variety of internal and external publications and marketing brochures for online publication; Perform regular reviews of company web sites and other new media channels to ensure content accuracy, timeliness and relevance; Be responsible for network automation management; Be responsible for web site promotion; Collaborate with team members on developing the procedural and technical means to add new platforms into the automation suite."	Manager
"Design, implement and support databases, Implement business rules via stored procedures, Define user interfaces and functional specifications, Responsible for database modeling, verifying accuracy of data, Maintenance and support of databases, Other duties as assigned."	Database Administrator
"Roll out, maintain, and repair the IT infrastructure, including facilities, hardware, and software; Deploy, operate and support IT systems and resources, including all using IT equipment (cabling and wiring, servers, network, power supply and wiring closet equipment, end-user equipment, software, etc.), remote administering; Manage users accesses to IT services, grant and revoke specified accesses and rights; configure users workplaces and mobile devices, including network connections, administering the local PABX, accounts, mailboxes, etc.; Manage IT costs, resources, and contractors, including budgeting and planning, hardware/software inventory, local hot stock, service, supply and integration contracts, with guidance from Central IT; Maintain Central IT procedures, instructions and job standards, including execution of reporting requirements, incidents documentation, systems/users lists keeping; Maintain clear communication with the location management and staff, with Central IT, with local contractors, suppliers and service providers; Participate in IT projects during the whole multi-stage process, according to level of responsibility."	Manager
" Coordination between different teams in AT&T  Development of go Phone pages and functionality  Coordinated with team to resolve JQuery, HTML, and CSS Issues.  Regular interaction with the offshore team manager to resolve the technical/requirement issues.  Resolving deployment issues and coordination with Operations for deploying services in production  Good exposure to Web Accessibility Guidelines, Web standards (W3C) Compliances."	Technical Lead
Development of Java Web Applications	Software Engineer
"Key member of the Integrations Application team which specializes in handling integration projects across company. Liaising with the Clients and other onsite/ offshore counterparts. Installing, designing, configuring, supporting, maintaining, administering, and documenting the integration environments (development, test, performance, QA, training, and production). Working with the business and application development groups to ensure the appropriate processes and technical infrastructure are put in place that will meet their business requirements."	Software Engineer
"Working with US representatives (business representatives, as well as development team members), cooperating with customer representatives, fine-tuning requirements, development of design of system key components, management of remote development team in Russia."	Technical Lead
"Manual testing of web applications according to available documentation; Creation and execution of test-cases (manual and automated), other test deliverables preparation; Assistance to Test Automation team in design and coding of test automation suites when needed."	Quality Assurance
Dec 2007-Oct 2013 at SOPRA (Noida) as Technical Lead Key Projects Handled: Title : CAPITA PRISM ShareSave and Register Maintenance Location : Offshore India at SOPRA India Role : Technical Lead Responsibilities: Designed and developed high and low level design specifications for some of the very complex architectural bits like Transaction Journal Log and Data Extract Framework. Liaising with the onshore architects in resolving technical and functional issues. Collaborate with System and Business Analysts to understand and convert the functional requirements into well designed technical specifications. Overlooking the design and development of various functional requirements and providing technical guidance on good design and development practices. Conducting code and design reviews. Develop and unit test WCF services according to technical design specifications Collaborate with system analysts in helping to perform analysis and estimation of various functional requirements and change requirements. Conduction technology and process knowledge sharing sessions Mentoring junior team members for improving their design and development skills	Technical Lead
Designing Test scenario & Test cases. Writing Test Cases in Test link Implementation of processes & Procedures Involved in target Test Execution Training of offshore test resources Work assignment Involved in Client calls.	Quality Assurance
"Participation with the team members, doing application analysis, development and modification along with providing design recommendations for developing and integrating programs per written specifications. Responsible for delivering integration programming solutions to meet client specific requirements related to B2B platform. Client interaction, designing, analysis, development, debug and documenting programming to satisfy business requirements."	Technical Lead
"Leading and facilitating the daily Scrum Meetings, provide daily status of team and highlight any blocker/issues Facilitating release Planning Meeting, Sprint Planning Meeting Mentoring team on process and new technologies Task assignment and tracking Ensuring that team members execute their deliverables Documenting and communicating overall project status and Weekly Status Reports Delivery and implementation Onsite/Offshore co-ordination POCs for upcoming/new projects Effort estimations Requirement Analysis and Design Impact analysis of change requests Facilitating and leading bug prioritizing meetings"	Technical Lead
"As a Project Manager my key responsibilities are to ensure the following are carried out in accordance with the defined expectations Progress deliverables are being completed within the baselined time scales Cost deliverables are being completed within the baselined cost plan Quality deliverables are being completed to defined expectations, first time Performance (Value) progress is being earned for the expected cost Cash flow net project cash flow is being achieved as the defined expectations Regulatory all required statutory and regulatory conditions are being met Reporting regular and timely reporting of project progress to the sponsors Risk to proactively manage foreseen project risk, mitigating as necessary Change managing changes to the project without unduly affecting the stated objectives and benefits"	Manager
"Lead the software development process; Work with the Centers management team and lead specialist to capture functional and design requirements; Develop project plans and system architecture in collaboration with the rest of the software development team; Supervise a team of Flash, AJAX and LAMP developers; Organize and implement testing, debugging and deployment."	Manager
Team Lead	Technical Lead
Test a high end banking web application; Develop testing strategies; Document errors; Deploy functional code.	Quality Assurance
"The Web Developer/ Programmer will be responsible for writing scripts and programs, generating interfaces, integration of Flash pages and maintaining our worldwide customers databases on daily basis."	Software Engineer
"User Centered Design: Demonstrate knowledge when performing user-centered design tasks independently and has applied best practices for moderately complex systems; User Interface Design: Show expertise when applying human factors knowledge to design complex user interfaces across a variety of technology platforms; Web Concepts: Demonstrate business and conceptual understanding of web applications and assess new technology, platforms and design criteria impacts; Usability Testing: Direct usability testing and make recommendations to make a state-of-the-art, multi-platform systems; User Interface Standards and Best Practices: Highest expertise applying industry user interface design standards and best practices to design usable, intuitive and highly complex software applications."	Architect
"Will be responsible for installation and maintenance of IT equipment, network systems, and computers in the projects offices, and for the design and maintenance of databases relating to business contacts, monitoring and evaluation of project activities, and other related duties."	Database Administrator
"Associate PM for T&M engagement for US Insurance client (www.goldenrule.com) to do requirement analysis, resource planning and quality process management. Also coordinated project UAT and delivery plan with onsite associates. Individual Contributor to design, develop and setup workflow using Kofax for Australian Insurance client (www.tiofi.com.au) to automate Insurance claim forms processing; wherein any new Insurance Claim form is scanned and the metadata captured using Kofax Batch Classes & stored into SQL Server database. Project leader to upgrade web based global portal (www.hotelclub.com) offering hotel and accommodation for up to 12 months in advance from ASP 3.0 to ASP.Net for Australian client (Flairview Travel Pty Ltd)."	Architect
Design and develop test systems; Troubleshoot and detect bugs in software programs.	Quality Assurance
Work in close collaboration with the Project Manager to understand the application requirements; Act as the development team leader to automate test scripts.	Quality Assurance
"Design and document custom software solutions which include database models, software architecture, process flow, and web navigation; Produce and maintain accurate documentation and code comments on all aspects of software architecture including functionality, logical view and processes, hardware and operating system environment, interface with other systems, etc.; Work with project leader to establish task schedule, subsystem definition, task milestones, technical goals, and estimated effort; Mentor the development teams through hands-on assistance as well as formal and informal training; Review and evaluate the architecture documentation, design and implementation of the software. Conduct and participate in peer code and documentation reviews."	Architect
"Specific tasks and key responsibilities include but are not limited to the following: Translate design requirements and specifications into robust implementations; Design, proto-type, develop and manage the technical aspects of the software; Perform implementations in a timely fashion; Perform quality assurance tasks, such as testing of the software products."	Software Engineer
Performed the requirement analysis and estimation of orchestrated services for WPS. Designed and implemented common base utilities and a process delegator framework for invocation of WPS processes. Involved in resource planning and task allocation process to set up an activity based project plan. Assisted the application architect and the principal architect of the project in evolving the right architecture for the program.	Architect
"Project 1 - FedEx May 2016 Till Date Senior Java/J2EE Developer Pittsburgh, PA Description: YMS (Yard Management System) is an application used to manage the Trailers inside the Yard and assign the destinations to the trailers, which are waiting in the yard and coming to the yard. Roles and Responsibilities: Implemented the system by using Agile (Scrum) Development methodology using HP Agile Manager. Used Rational Rose to design class diagrams, Use Case diagrams, sequence diagrams. Implemented MVC architecture using JSF/AngularJS Framework. Developed web Application using JSP, JSF, ICE Faces, jQuery, CSS 3. Developed mobile version of the application using AngularJS, HTML5 and CSS 3. Developed Responsive UI pages using Bootstrap and CSS 3. Extensively used ICE Faces tags for better look and feel. Used Spring framework for the business layer using Spring DI, DAO, AOP modules. Replaced TopLink with Hibernate framework and integrated it with Spring framework to communicate with the back end process."	Software Engineer
"Responsible for end to end solution design and architectural alignment. Responsible for estimation and proposal writing for the project. Responsible Project Planning, Risk Management, Quality Assurance. Accountable for Managing budget, schedule and end to end delivery of the project. Accountable for stakeholder management and managing escalations. Accountable for regular status reporting to various levels both to internal and client stakeholder s. Accountable to adhere PMO and CMMI Level 5 standard and guidelines."	Manager
"Responsible for Oracle 9i logical and physical database design, implementation, and maintenance on Windows NT Created new databases and users: set up backups, export, and other monitoring scripts Implemented database refresh using full export for table level and full database defragmentation, resulting in improved performance and effective space management. Managing database security. Design, develop, and implement automated data backup and restoration procedures. Provide technical support for database maintenance and disaster recovery Identify, recommend, and implement all new database technologies and Oracle license management."	Database Administrator
" Developed new and maintain existing Automation test scripts using Selenium & TestNG  Involvement in System Test Plan preparation and Requirements Kick-offs meetings.  Performing UAT, Functional testing, Smoke, Sanity testing and Regression testing.  Creation and analyzing RTM documentation before & after completion of the Story.  Bug reporting and tracking through JIRA.  Build Test execution and reporting through Jenkins  Web Element Inspection through Firebug and Fire Path  REST API testing with the help of Postman client (Get,Post,Put,Delete methods)"	Quality Assurance
Analyze designs and develop architectures for software systems; Deliver optimized application architecture by translating business requirements into technical attributes; Understand business and technical goals and constraints; Articulate solution vision; Prepare alternative approaches and specify components and interfaces.	Architect
"Implement and accomplish fraud management procedures; Perform analysis of new and existing systems and platforms ensuring receipts and processing of payments; Create, implement and develop integrated method of determination and control over revenue loss; Develop and implement effective working methods of the division in accordance with tasks assigned; Prepare and present necessary reporting in a timely manner."	Technical Lead
IT Manager	Manager
Operational Service Configuration. Implemented GIS functionalities in School Locator Application. Implemented Share Functionality in My Government Services Application. Upgraded Api in Public Notification and Citizen Service Request Applications. Responsible for UI development. Resolving service tickets for customers. Managing change request and supporting during various testing and go live phase. Direct interaction with client for unplanned requirements and supports.	Software Engineer
" Data protection and recovery services using Veritas Netbackup & TSM technology handling all major customer accounts from India, ownership on a 24*7 basis.  NDMP backup using NetApp filer appliances.  Fibre channel tape zoning using switches.  Assisting BCP and Disaster Recovery exercises for different applications, SQL, Oracle, Recovery Time Objective (RTO), Recovery Point Objective (RPO).  The Windows/VMware Systems Administration, responsible for installing, operating and maintaining a heterogeneous environment consisting of servers running Windows, VMware ESXi, and RedHat Linux.  The servers are used to host web applications, and include Apache, Tomcat, and Oracle.  Network devices include routers, firewalls, switches and network attached storage.  Install, configure and update hardware and software.  Operate and maintain all integrated systems to support mission operations.  Perform daily application updates and maintenance functions.  Respond to Tier 3 and Tier 4 trouble tickets.  Open trouble tickets and respond to trouble calls.  Respond to management system alerts.  Deploy monthly security patches and updates.  Respond to after-hours trouble calls."	Technical Lead
"Played an important role in developing the PBGC account by identifying new opportunities and participating in proposal work that led to a sustainable revenue of more than $15 million per year. Designed and implemented the new document capture solutions for PBGC mail system which improved paper mail processing volume by 20%. Let the effort and implementation of the PBGC Risk Management and Early Warning product which was concluded by awarding a new year of work and an another $3 million for further work. Designed and implemented the EFAST migration system, a scalable solution which exponentially improved EFAST imports to a matter of hours from a few days. Led the design and implementation of the new VETS system for DOL which brought a performance improvement of 60% over the previous solution being awarded $500.000 more for additional work."	Architect
Develop software according to requirements; Take part in gathering requirements; Take part in system architecture development; Participate in planning; Complete work according to deadlines; Take part in mentoring other developers professional skills.	Architect
"Responsible for managing different aspects of project execution including schedule, scope, quality, risk, stakeholder, vendor, resource and integration activities. Facilitation of project activities and communicating project deliverables, milestones, problems etc. to multiple levels of participants and stakeholders Provide leadership over the project team (including Developers, Operations Team, vendors etc). Leading new requirements to design, develop, and implement and follow new systems following established project management methodologies and standards. Identification of resources/ skills required to support project activities. Conducting project team and stakeholder meetings, appropriately elevating issues of scope schedule with the Client and Management. Complete webMethods Administration & server security. Create & execute project work plans & revise (DevOps Technique) as appropriate to meet changing needs & requirements. Conduct risk analysis & prepare mitigation strategies where necessary. Coordinate multidisciplinary activities to ensure that the project deliverables are met. Identify resources needed & work with section heads to assign individual responsibilities. Manage day-to-day operational aspects of a project & scope. Review deliverables prepared by team before passing to client. Effectively apply methodology & enforce project standards. Conduct project review meetings with clients & prepare agendas, meeting minutes & project summaries. Hold regular status meetings with project team. Ensuring the adherence to the delivery dates."	Manager
Tester / the Engineer of Quality Assurance (QC Engineer)	Quality Assurance
"Deploy, develop and maintain the website for management and exchange of product informations. Programming in HTML and using PHP scripts/programs with MySQL. Maintaining security of the website, developing and implementing an access control system enforcing different levels of access."	Software Engineer
"Manage a team of exceptional software professionals; Define, maintain, oversee and enforce engineering processes; Provide project leadership for key projects; Train and mentor project leaders; Take responsibility for release dates, milestones and budgets."	Manager
Database Programmer	Database Administrator
"Manage the India development unit for a Financial Analytics solution. The solutions comprises of strategic features including Budget Manager, Strategic budgeting and Data Modeling. Coordinates Product Release planning, Scope, Schedule, Resource & Risk Management. Work with US counterparts to identify the modules that can be transitioned & executed by offshore. Building a winning team for the product & the organization. Responsible in guiding the team for preparing the analysis details and reviewing the existing application to identify the nice to have and must have functionalities in application. MVVM, MVP and service oriented architecture for different project module using Silverlight, WPF and WCF technologies. Process improvement RCA, Quality metrics, productivity metrics, in-house tools/utilities development to reduce manual work & increase efficiency, focus on Application availability. Initiatives Enhanced the profit opportunities by expanding the team size, rationalizing NA-India employee ratio & exploring new business horizons/strategies by performing research/POC. Proposed & adopted UI QA automation for the product regression testing."	Manager
"Deploy, develop and maintain the website for management and exchange of product informations. Programming in HTML and using PHP scripts/programs with MySQL. Maintaining security of the website, developing and implementing an access control system enforcing different levels of access."	Software Engineer
Technical Manager	Manager
Software quality assurance (SQA) of Inegrated Circtuits design; Software quality testing with some guidance from senior level managers and other engineers.	Quality Assurance
Project Manager	Manager
"Be responsible for planning, preparing, reporting of test processes as well as organizing the process of test automation; Lead and direct the work of others, if necessary; Be responsible for installation tests of applications, automated framework development for white-box analysis of sources and configuration management; Participate in development of new test tools or enhancement of already existing ones; Control the test activities; Report to the QA Manager and others."	Quality Assurance
Enhance the existing framework for UI and API testing Writing feature file for new enhancement in the product Writing script for new features Integrate the new feature with existing CI Analyze the CI jobs and find the Root cause analysis of the build failure Analyzed the server logs using Putty and WinSCP	Quality Assurance
"Jan12 Oct16: Syntel Inc. as Sr. Project Lead/ Client: American Express Responsibilities:  Tracking, reporting and resolving of production tickets and providing & documenting Root Cause Analysis of reported issues. Technical analysis & Feasibility study and implementation of platform uplifts and new requirements  SLA bound Incident management Analyzing issues, Getting root cause analysis (RCA) & doing Problem management for recurring issues.  Key role in taking handovers, transitions from other vendors and successfully establishing the set up in American Express controlled environment.  Stakeholder management  Working at client location & interacting with clients/end users/business partners / stakeholders for BAU support and gathering new functional/technical requirements. Negotiate key milestone with customer & ensuring timely deliveries.  Follow Software development life lifecycle & quality concepts in the deliverables.  Prepare a RASCI matrix with multiple stakeholders and deliver the end-tp-end managed projects with overall delivery accountability."	Technical Lead
"Played role of technical lead responsible for the design, development and implementation of web-based computing systems using .Net platform. Assisted Project Manager in managing project workload, schedules and deliverables. Contributing & delivering various fix bid projects for key client like American Honda Motors. Part of technical panel for hiring senior technical resources (MS technologies) at Organization level. Part of various audit programs and assessment team for CMM level 5 certifications."	Technical Lead
"Prepare project schedule, define development, testing and documentation activities; Estimate technical challenges, development time-line and risks; Collaborate with team members on gathering project requirements, design interface and functionality and producing written requirements description document, software specifications and testing plan; Lead the software development, testing and documentation activities according to project requirements and guidelines; Release and deploy the project, provide post-release and maintenance support, including improvements identification, bug reporting/ fixing and communication; Communicate with top management and customer and organize meetings and conference calls per need."	Technical Lead
"Understand, define and analyse the needs and funtionalities of the software to be developped; Dispatch the programming work to the available ressources; Manage the project and the team; Keep up with deadlines and quality; Activily report to the IT manager."	Manager
"Successfully lead a team of four personnel in supporting the Configuration Management, Product Definition, and various other engineering, quality, and manufacturing disciplines, to resolve helpdesk related incidents. Issues associated to resolution of incidents addressed software, data, and customer limitations Ensure all incidents submitted are reviewed, researched and resolved per the business processes (a.k.a. standard work instructions) of the Systems Design and Components Integration business unit at Pratt and Whitney. Effectively use the ACE (Lean and Six Sigma) operating system tools to eliminate unnecessary spending, identify areas for improvement (team performance), and enhance productivity. Provide system level testing and support as required f or new builds/software upgrades to be implemented in the database. Used UNIX, Solaris and AIX, to execute utilities provided by the software vendor support group to modify data, and perform basic administrator functions. Perform basic project management skills to ensure successful planning and execution of all projects assigned."	Database Administrator
Develop UI for the modules based on the design/wireframes provided. Debug existing problem related to UI architecture Develop custom components for the library to be used across all products Co-ordinating with the team members from various locations(US/UK/Bosnia) to keep track of the development Unit testing of the developed module Adding enhancement to the existing modules Providing guidance to the sub ordinates Conducting knowledge sharing sessions to on board more people from within the organization	Software Engineer
"Project Name ERP(Navisio,AX) Client Jabong.com Role DBA Organization Jabong.com Duration June 2015 to December 2015. Environment Sql server 2012 Windows 2008 Server, Sql server Profiler, Sql Server, Agent. Responsibilities Installation, configuration and upgrading of Microsoft SQL Server and related products. Evaluate MSSQL features and MSSQL related products. Establish and maintain sound backup and recovery policies and procedures. Take care of the Database design and implementation. Implement and maintain database security (create and maintain users and roles, assign privileges). Database tuning and performance monitoring. Creating a maintenance plan for scheduling Backup and Recovery jobs. Application tuning and performance monitoring. Setup and maintain documentation and standards. Plan growth and changes (capacity planning). Work as part of a team and provide 7 24 supports when required. Do general technical trouble shooting and give consultation to development teams."	Database Administrator
"Create, manage and update project related documentation; Participate in all stages of the software development life-cycle; Schedule, conduct and document project review meetings; Meet established project deadlines; Manage project on a day-to-day basis; Keep project on track; Ensure team awareness on the project goals and needs; Contribute to improvement of development processes; Communicate effectively with the external Project Managers and Local Management"	Manager
Project Lead	Technical Lead
"Provide technical leadership and drive the architecture and design solution to to meet business needs; Ability to look at the ""big picture"" and a forward looking attitude with vision to develop new, innovative products using new and evolving technologies; Prototype new product concepts; Lead the engineering team on the continuous improvement of software infrastructure; Give presentations to technical and non-technical audiences and articulate complex technical requirements and designs."	Architect
Software quality assurance (SQA) of Inegrated Circtuits design; Software quality testing with some guidance from senior level managers and other engineers.	Quality Assurance
"Worked as a lead designer to customized the liferay features (WCM, Doc & Media etc). POC to customized liferay behavior. SQL tuning for best performance. Prepared and presented concept of performance improvement to Client. Provided training to team members on Portal foundation . Code review and bug fixing. Managed dependencies between multiple teams. Maintained application and solving day to day user queries. Interacted with the client on regular basis to solve the issues faced. Took understanding of the client environment as well in order to find out the best possible solution. Learned Seam framework which was used in the application and implemented the same to complete the application change in time."	Technical Lead
"Associate Developer August 2014 Present IHS Markit, Noida, India Projects:  AWS Automated Processing (SOLA Platform): The aim of the project is to fetch data files from different indices automatically at regular interval of time and download them on S3 bucket and later on extract data out of these files to provide the same to different financial clients. Tasks undertaken: Development of application using AWS Lambda and other services to create microservice architecture. Creating web services using AWS API Gateway. Architecting various event-driven and scheduled Lambda functions to trigger various AWS resources. Database designing, stored procedures, application deployment, release management, reporting, etc. Configurations of AWS services like SNS, Kinesis streams and sharding, S3, Glacier, cron jobs, Aurora databases multi A-Z, etc. Involvement in scrum meetings, sprint planning and analyzing requirements with manager. Environment description:  Operating System: Windows  Programming Languages: .NET Core 1.0, C#, AWS .Net SDK, XUnit, Chilkat API .Net Components  Frameworks: WCF, AWS like Lambda, API Gateway, S3, SNS, Kinesis, Glacier, RDS, Aurora, SES, Route 53, VPC, IAM  Database: MySQL, SQL Server  Tools: Visual Studio 2015, MySQL Workbench, GIT, JIRA, CloudBerry, S3 browser Business or sector: Financial Services"	Software Engineer
"Developed features as per the requirement from the Client side. Worked on C#, MVC, ASP.NET projects. Experience in writing LINQ, XML ,XAMLs, JSON. Worked on various Microsoft portals Sangam,Cosmos. Developed various tools to create and modify contents on CMS through code. Writing unit testcases in Microsoft Coded UI for the code. Worked on Visual Studio Online , GIT repositories. Have been deploying builds. Worked on TFS, SourceDepot, Searchgold functionalities. Experience in Telemetry and Kusto queries. Migration of production livesite to a new environment."	Software Engineer
Tech Lead	Technical Lead
"Ability to analyze complex problems, ability to multi-task and meet deadlines. Solve complex problems with multithreading, synchronization and optimizing for performance. Good co-operation and collaboration with team members in the development and testing."	Software Engineer
"Lead the team; Push team to deliver to its commitments; Generate necessary team documentation; Serve as a strong contributing technical member of the team; Design test cases; Perform manual and automated testing; Design and develop automated test scripts; Perform functional, performance, load, compatibility and usability tests of the website; Identify, reproduce and report bugs; Verify fixed defects and perform regression tests to ensure the quality of software releases; Create all required test documentations."	Technical Lead
Designing scenario test cases of the functionalities according to business rules. Validating the Profile data getting created and migrated for users in the database. Analyzing functionality and proposing appropriate solution according to business rule. Verifying data at the GDS level using Focal Point. Transferring Domain knowledge to the team members Solely handling enhancements that are incorporated in the application as part maintenance. Reporting of the bugs through Mercury Quality Center and Mantis. Preparing presentations Audit and SMR Mentoring and motivating the team for increasing their operational efficiency	Quality Assurance
"Created Oracle 8i databases for 2 large departments, from planning and testing through production. Implemented backup and recovery procedures of databases in Sun Solaris and Red Hat Linux environment: implemented backup and recovery procedures and IT department manual. Managed database remodeling and interface development during migration from MS Access to MS SQL server and from MS SQL to Oracle 8i Enhanced MS-Access databases by improving user interface, introducing multiple-user access, and increasing security and stability Involved in all phases of database development, from needs assessment to QA/QC, design, and support"	Database Administrator
QA Engineer	Quality Assurance
"Architecture and Design of WPSOnline and WPSClient applications. Design and implementation of centralization of serial numbers and model numbers, Auto Sync up module End to end implementation and deployment of various WPSOnline modules. Relevant use of design patterns to support different yet similar product lines (eToken, SafeWord, HASP) Requirement gathering and analysis. Assistance in Project schedule generation and Updation."	Software Engineer
Junior Database Administrator	Database Administrator
"Planning, Development: Involved in analyzing business requirements, developing and designing data models, Provided and designed DB tools to assist in the database management, transactions and processing environments. Assessed and executed implementing of new technologies. Worked in coordination with company developers and project managers. Developed training programs and trained technical support and applications personnel to utilize on-line databases environment process. Technical Support: Monitored performance and capacity to provide resolutions to system problems, Provided technical support for SQL database environment by overseeing databases development and organization. Communicated regularly with staff to ensure smooth flow of information from SQL database. Created database with back-up system. Maintenance: Monitored data availability for faster query response by user. Designed conceptual schema as per the client needs. Looked after the security of company data from external access and threats. Tested and installed latest versions of Database Management Systems in firm. Granted access to users as per their needs and requirements."	Database Administrator
"As a senior QA engineer you are responsible for whole testing projects. It includes tasks such as writing test plan, performing tests, writing reports"	Quality Assurance
"Offshore Polaris Chennai team project management using AGILE methodology. Reviewing and managing all the necessary documentation required for the project work. Involved in implementation of the complete solution like task allocation, team managing and tracking. Involved in hands on development of complex functionalities and road blocker bug fixes. Client SIT (System Integration Testing) and UAT (User Acceptance Test)."	Technical Lead
"Specific tasks and key responsibilities include but are not limited to: Design and fine-tuning of the physical data model for an application; Creation of the physical databases for an application; Troubleshooting and fine-tuning of databases performance in production to ensure maximum performance; Development of integration, replication and backup/ restoration strategies; Development of required stored procedures for the applications."	Database Administrator
"Created test scripts using Web driver under TestNG java framework. Worked on PageFactory in Page Object Model. Preparing and executing the test scripts. Performed Input Validations, User Interface Validations, Browser Compatibility testing and Navigation testing Prepared Traceability Matrix to show the test coverage requirement vs. Test scripts. Regular calls with the client on regular basis and improving the testing strategies for better quality."	Quality Assurance
"Responsibilities:  Work with development team to make sure that Sprint development is going as per schedule with high level of quality and providing technical support.  Participate in discussion with business stakeholder/sales team to provide technical guideline, training and suggesting areas of improvement.  Participate in architectural discussion, code review, backlog prioritization and development plan.  Design and development of component based on the defined User Story.  Analyze the requirement in SAL Gateway, SAL Core/Remote enterprise, Policy Manager Component and coordinate with all stakeholders.  Configure and deployment of SAL Component SAL Gateway, SAL Enterprise, Policy Manager, Proxy, Secure Tunnel Connector"	Software Engineer
"WEB sites creation, programming, organization and maintenance. PHP/MySQL Data base creation, programming and maintenance, School's WEB sites administration and consultations. Interactive on-line space creation, administration and maintenance, WEB training and Consultation."	Software Engineer
"Specific tasks and key responsibilities include but are not limited to: Design and fine-tuning of the physical data model for an application; Creation of the physical databases for an application; Troubleshooting and fine-tuning of databases performance in production to ensure maximum performance; Development of integration, replication and backup/ restoration strategies; Development of required stored procedures for the applications."	Database Administrator
Senior Architect	Architect
"Offshore DigiGrapes team project management using AGILE (SCRUM) methodology. Reviewing and managing all the necessary documentation required for the project work. Involved in framework development for backend services using Web API, common framework for management portal in MVC 4 and development of complex functionalities. Mentoring team member in development according to bellefield app development framework. Client SIT (System Integration Testing) and UAT (User Acceptance Test)."	Architect
Software architecture development. Writing documentation. Working according to software requirements.	Architect
