Description	Label
"Led group of developers in generating web based database applications. Generated SOW	 system requirements	 design specifications	 data modeling	 group management and customer liaison. Developed and maintained PL/SQL stored procedures	 ETL and triggers for various academic web based applications. Supported academic end users and senior level management with data report requests. Installed and maintained Oracle and Microsoft SQL Server data base instances. Provided data modeling and data ETL for all web application development. Executed periodic data loads and provided support for various mission critical web based applications."	Database Administrator
"Work with the development team to resolve bug-fixes and assist in relevant testing through various environments Conduct performance reviews and contribute to performance feedback for all levels of staff Monitor SQL server and database performance and proactively address potential performance issues Review	 design	 and develop data models in conjunction with application development teams Working knowledge of PowerShell and/or .NET Framework Provide solutions for database issues including capacity	 redundancy	 replication	 and performance Assist in developing strategic technical/architectural plans for the SQL database and web applications infrastructure"	Database Administrator
"Specific tasks and key responsibilities include but are not limited to:  Design and fine-tuning of the physical data model for an application;  Creation of the physical databases for an application;  Troubleshooting and fine-tuning of databases performance in production to ensure maximum performance;  Development of integration	 replication and backup/ restoration strategies;  Development of required stored procedures for the applications."	Database Administrator
"Administered and verified database security is maintained according to best practice and company's needs Applied patches and upgrades to both Oracle and Banner to provide local support of upgrades and installs. Assisted developers with database creation and sizing Assisted developers with database design to include an understanding of performance implications Assisted production support team in resolving performance issues	 defects	 and database availability issues Collaborated with System Administration team to properly manage database resources	 process monitoring	 disk management and a comprehensive backup strategy Developed a database structure that fit into the overall architecture of the system under development Developed relational and/or Object-Oriented databases	 database software	 and database loading software Developed reports and queries to extract data from new and existing relational database applications as necessary Ensured database backup strategy including database rollback operates accurately and reliably Executed policies	 procedures and standards related to database management Handled day to day monitoring and maintenance of database Implemented upgrades	 applied patches and troubleshooting issues Made trades among data volumes	 number of users	 logical and physical distribution	 response times	 retention rules	 security	 and domain controls Managed user access and security issues such as roles and privileges Monitored transaction activity and utilization Performed daily administration	 maintenance and support of Oracle Database and Applications Servers used for web-based Ellucian Banner ERP environment and SQL Server environment Provided basic training and support in the creation of simple queries and reports Resolved technical and functional issues identified with all supported ERP modules and other integrated application systems Worked with staff and administrators to analyze database management needs"	Database Administrator
"Specific tasks and key responsibilities include but are not limited to:  Design and fine-tuning of the physical data model for an application;  Creation of the physical databases for an application;  Troubleshooting and fine-tuning of databases performance in production to ensure maximum performance;  Development of integration	 replication and backup/ restoration strategies;  Development of required stored procedures for the applications."	Database Administrator
"Created Oracle 8i databases for 2 large departments	 from planning and testing through production. Implemented backup and recovery procedures of databases in Sun Solaris and Red Hat Linux environment: implemented backup and recovery procedures and IT department manual. Managed database remodeling and interface development during migration from MS Access to MS SQL server and from MS SQL to Oracle 8i Enhanced MS-Access databases by improving user interface	 introducing multiple-user access	 and increasing security and stability Involved in all phases of database development	 from needs assessment to QA/QC	 design	 and support"	Database Administrator
"Increased institutional effectiveness by performing data analysis developing high level reports using SQL and PL/SQL for Office of the Deans and College of Education fulfilling program evaluation and accreditation initiatives. Communicated with internal and external constituents gathering business requirements ensuring feasibility. Increased operational efficiency by implementing Educator Preparation Reform System according to Systems Development Life Cycle. Increased service satisfaction by training end users on Business Intelligence reporting software. Managed Livetext database by data manipulation	 administering accounts	 security	 passwords ensuring data integrity. Modeled historical and trend data for President's budget forecast analysis	 Dean Interview Committee	 Alumni Events	 Graduation Comparison rates. Collected and compiled enrollment data for Online U.S. World News	 U.S. World News	 Professional Education Data System and Institutional Post-Secondary Data System survey submissions."	Database Administrator
" Define quality and design requirements for entry and outgoing data	 as well as other traits of reports presented by entities accountable to the FIU according to the Law on Anti-Money Laundering and Combating Terrorist Financing (herein AML/CFT);  Input data into databases	 maintain operation ability of centralized databases;  Analyse technical eligibility of reported data and identify mismatches in reports;  Maintain availability of needed data in analyzable format;  Provide analyst with data needed in usable formats;  Responsible for technical maintenance and development of data formats and databases	 also on the basis of analysis of international experience conducted;  Provide professional assistance and trainings to stakeholders in the field of AML/CFT respective to his/her proficiency field."	Database Administrator
" Design	 develop	 introduce and assist technical project staff to use the M&E database and M&E management information system. Design and modify software for project monitoring and evaluation	 and associated statistical assessments to supporting intervention refinement	 and reporting needs of the project;  Work with the technical Monitoring and Evaluation Team and with project Component teams	 to create efficient analytic systems and data collection and data management	 implement and maintain quality control in data management and maintain and help use project databases as needed for projects decision-making;  Work with project technical staff in the wider process of coordination and integration of information systems in/ with the primary healthcare level;  Participate together with the wider Project IT staff-pool in the creation and maintenance of office network (intranet) and IT solutions in office	 and interfacing with offices and partners in the field;  Provide training to project staff	 in use of database resources	 software and methods;  Perform other duties as assigned by the Chief of Party and/ or Team Leader."	Database Administrator
"Analyzed	 conducted and implemented physical database designs. Documented and maintained current database patches. Worked to ensure all data are recovered	 systems and data integrity are maintained. Conducted audits on the environment and provided capacity planning	 best practices guide for future production	 development and tests on database administration. Carried out performance assessment test and tuning on the database system."	Database Administrator
" Ensure Oracle systems uninterrupted availability;  Be responsible for installation	 tuning	 optimizing and troubleshooting Oracle instances;  Be responsible for SQL*Loader	 Imports/ Exports	 Backup and Recovery strategies monitoring and implementation;  Lead server and PC configuration in reference to SQL*Net;  Prepare SQL queries and reports."	Database Administrator
"Informix and/or Oracle database administration	 installation	 backup and recovery	 performance tuning	 SQL optimization	 maintenance."	Database Administrator
"Will be responsible for installation and maintenance of IT equipment	 network systems	 and computers in the projects offices	 and for the design and maintenance of databases relating to business contacts	 monitoring and evaluation of project activities	 and other related duties."	Database Administrator
"Created new databases	 involving importing and exporting: installing and configured database software for Oracle Application development environment. Responsible for Oracle 9i logical and physical databases design	 implementation	 and maintenance Reorganized databases and sized database objects to meet standards and improve performance 30% Handled database server tuning	 application tuning	 maintaining documentation	 capacity planning and database security"	Database Administrator
"Will be responsible for installation and maintenance of IT equipment	 network systems	 and computers in the projects offices	 and for the design and maintenance of databases relating to business contacts	 monitoring and evaluation of project activities	 and other related duties."	Database Administrator
" Ensure Oracle systems uninterrupted availability;  Be responsible for installation	 tuning	 optimizing and troubleshooting Oracle instances;  Be responsible for SQL*Loader	 Imports/ Exports	 Backup and Recovery strategies monitoring and implementation;  Lead server and PC configuration in reference to SQL*Net;  Prepare SQL queries and reports."	Database Administrator
" Maintain Oracle systems operations high availability ;  Install	 tune	 optimize and troubleshoot Oracle instances;  Backup and Recovery strategies;  Lead SQL queries and reports."	Database Administrator
" Maintain and manage the 1C database	 including data entry	 verification of general reports;  Prepare special reports for Sales department Team leaders	 Managers and Top Management;  Manage	 maintain and print all necessary forms and documents for Sales department according to standard procedures;  Update	 print and distribute copies of the daily	 weekly Field Schedule;  Assist Sales department management staff with preparation of documents and materials;  Serve as a backup to the Administrative Assistant when necessary;  Facilitate communications between members of the Sales department staff	 i.e.	 take messages	 pass on information	 etc.;  Assist Sales department staff in communications between staff members and clients;  Support Sales department with the filing and organization of documents and materials;  Assist on maintaining all Sales departments and clients files;  Attend and translate field meetings whenever necessary;  Support Sales department with the written translation of manuals	 documents	 materials and emails;  Assist Sales departments staff with scheduling and appointments when necessary."	Database Administrator
"Performed systems testing	 functional testing	 and regression testing with Motorola Expedience Java Applications running on Apache Tomcat servers with Oracle 9i/10g	 Microsoft SQL Server 2000/2005/2008 and Postgres databases. Installed	 upgraded	 and maintained Oracle	 MS SQL Server and Postgres databases running in lab environment. Configured and administered wired/wireless network consisting of servers	 hosts	 CPE modems	 basestations	 and VLAN switches. Maintained Expedience and Wimax networks on Linux Redhat	 Fedora Core	 CentOS	 Windows Server 2003	 and Windows Server 2008 operating system platforms. Performed manual testing and automated testing writing/executing bash shell scripts	 Perl scripts	 and Selenium scripts against Motorola Expedience Java Applications. Wrote and executed test plans for new features and maintained test cases using AP Test	 Citrix. Verified a certain CPE type will become dysfunctional after performing an upgrade both saved money and time since thousands of these CPE types were currently being used."	Database Administrator
" Develop a database according to the specifics and requirements of the program;  Supervise the cataloguing of information;  Provide technical management of the centers equipment and maintenance of the Internet and other IT facilities;  Manage the database	 including producing a monthly summary from the database for submission to the coordinator;  Perform any other duty as assigned by the project management team and centre coordinator."	Database Administrator
" Maintain	 administer and operate Oracle Databases with goal of high availability;  Be responsible for Tune Oracle Databases for best performance;  Analyse and solve problems in the area of Oracle databases;  Execute changes with effect on Oracle databases;  Related processes: Deployment/System Rollout Process	 Capacity Management	 Availability Management	 Continuity Management	 Operations Management	 Incident/Problem Management	 Change Management	 Service Level Management (ITIL)."	Database Administrator
"Successfully lead a team of four personnel in supporting the Configuration Management	 Product Definition	 and various other engineering	 quality	 and manufacturing disciplines	 to resolve helpdesk related incidents. Issues associated to resolution of incidents addressed software	 data	 and customer limitations Ensure all incidents submitted are reviewed	 researched and resolved per the business processes (a.k.a. standard work instructions) of the Systems Design and Components Integration business unit at Pratt and Whitney. Effectively use the ACE (Lean and Six Sigma) operating system tools to eliminate unnecessary spending	 identify areas for improvement (team performance)	 and enhance productivity. Provide system level testing and support as required f or new builds/software upgrades to be implemented in the database. Used UNIX	 Solaris and AIX	 to execute utilities provided by the software vendor support group to modify data	 and perform basic administrator functions. Perform basic project management skills to ensure successful planning and execution of all projects assigned."	Database Administrator
" Design	 implement and support databases	  Implement business rules via stored procedures	  Define user interfaces and functional specifications	  Responsible for database modeling	 verifying accuracy of data	  Maintenance and support of databases	  Other duties as assigned."	Database Administrator
"Perform coding migration	 database change management & data management through the various stages of the development life cycle Assist System Development Manager in developing queries	 executing scripts	 patches	 reports	 and monitoring Assist System Development Manager in development	 setting up and managing automated backups Assist System Development Manager in Microsoft SQL Server management and database maintenance Assist System Development Manager in performance tuning and database optimization Identifying performance improvements to database procedures and data structures and working with Development teams to deliver code changes Provide accurate effort estimates of the work involved even when others will be performing the actual programming work"	Database Administrator
" Establish the needs of users;  Plan dataflows for a new or revised database;  Map out the 'conceptual design' for a planned database in outline;  Consider both 'back end' organisation of data and 'front end' accessibility for end users;  Refine the 'logical design' so that it can be translated into a specific data model;  Further refine the 'physical design' to meet system storage requirements;  Test new systems;  Maintain data standards	 including adherence to the Data Protection Act;  Write database documentation	 including data standards	 procedures and definitions for the data dictionary ('metadata');  Controll access permissions and privileges;  Train users;  Meet users' access requirements and resolve their problems;  Ensure that storage	 archiving	 backup and recovery procedures are functioning correctly;  Be responsible for capacity planning;  Work closely with IT project managers	 database programmers and web developers;  Provide technical support for outdated 'legacy' systems;  Communicate regularly with technical	 applications	 and operational staff	 to ensure the database integrity and security;  Commission and install new applications;  Use monitoring and troubleshooting utilities to effectively diagnose problems."	Database Administrator
" Maintain Oracle systems operations high availability;  Install	 tune	 optimise and troubleshoot Oracle instances;  Install Oracle on Linux/UNIX;  Write and optimize code in PL/SQL;  Monitor and implement SQL*Loader	 Imports/Exports	 Backup and Recovery strategies;  Lead SQL queries and reports."	Database Administrator
"Database administration	 installation	 backup administration	 optimization in Informix and Oracle Database	 Unix systems."	Database Administrator
" Maintain Oracle systems operations high availability ;  Install	 tune	 optimize and troubleshoot Oracle instances;  Backup and Recovery strategies;  Lead SQL queries and reports."	Database Administrator
"Ensured that all production databases are running efficiently 24/7. Implemented appropriate backup and restore strategies to protect all data assets. Monitored database performance	 tracked and stored procedures and queries execution times and implemented improvements on efficiency. Responded to and resolved all database access and performance issues. Configured SQL Server for optimum performance. Oriented other database administrators on SQL Server management including upgrades and migration."	Database Administrator
Database development:  Writing stored procedures and triggers;  Managing and tuning the Database performance.	Database Administrator
" Develop a database according to the specifics and requirements of the program;  Supervise the cataloguing of information;  Provide technical management of the centers equipment and maintenance of the Internet and other IT facilities;  Manage the database	 including producing a monthly summary from the database for submission to the coordinator;  Perform any other duty as assigned by the project management team and centre coordinator."	Database Administrator
 Assist the administration team in development and management of new and existing DB applications;  Manage the Windows Servers.	Database Administrator
" Maintain and manage the 1C database	 including data entry	 verification of general reports;  Prepare special reports for Sales department Team leaders	 Managers and Top Management;  Manage	 maintain and print all necessary forms and documents for Sales department according to standard procedures;  Update	 print and distribute copies of the daily	 weekly Field Schedule;  Assist Sales department management staff with preparation of documents and materials;  Serve as a backup to the Administrative Assistant when necessary;  Facilitate communications between members of the Sales department staff	 i.e.	 take messages	 pass on information	 etc.;  Assist Sales department staff in communications between staff members and clients;  Support Sales department with the filing and organization of documents and materials;  Assist on maintaining all Sales departments and clients files;  Attend and translate field meetings whenever necessary;  Support Sales department with the written translation of manuals	 documents	 materials and emails;  Assist Sales departments staff with scheduling and appointments when necessary."	Database Administrator
